Provider Number;Hospital Name;City;State;County Name;DeathRatesHeartAttack;DeathRatesHeartFailure;DeathRatesPneumonia
243302;CHILDREN'S HOSPITALS & CLINICS OF MN;MINNEAPOLIS;MN;HENNEPIN;;;
250001;UNIVERSITY OF MISSISSIPPI MED CENTER;JACKSON;MS;HINDS;16,7;12,2;12,8
250002;TISHOMINGO HEALTH SERVICES INC;IUKA;MS;TISHOMINGO;;13,2;10,4
250004;NORTH MISSISSIPPI MEDICAL CENTER;TUPELO;MS;LEE;17,1;15,4;15,2
250006;BAPTIST MEMORIAL HOSPITAL UNION COUNTY;NEW ALBANY;MS;UNION;16;10,5;12,8
250007;BILOXI REGIONAL MEDICAL CENTER;BILOXI;MS;HARRISON;15,2;10,6;13,2
250009;MAGNOLIA REGIONAL HEALTH CENTER;CORINTH;MS;ALCORN;16,6;13,3;14,5
250010;TIPPAH COUNTY HOSPITAL;RIPLEY;MS;TIPPAH;;12,7;15,1
250012;ALLIANCE HEALTHCARE SYSTEM;HOLLY SPRINGS;MS;MARSHALL;;10,6;13
250015;GRENADA LAKE MEDICAL CENTER;GRENADA;MS;GRENADA;15,7;11,7;11,6
250017;TRACE REGIONAL HOSP AND SWING BED;HOUSTON;MS;CHICKASAW;15,1;12,3;10,3
250019;MEMORIAL HOSPITAL AT GULFPORT;GULFPORT;MS;HARRISON;16,3;11,7;12,6
250020;WEBSTER GENERAL HOSPITAL/SWING BED;EUPORA;MS;WEBSTER;;10,2;11,2
250025;GILMORE MEMORIAL HOSPITAL;AMORY;MS;MONROE;16,5;11,6;14,3
250027;WINSTON MEDICAL CENTER & SWINGBED;LOUISVILLE;MS;WINSTON;;12,7;13,1
250031;RIVER REGION HEALTH SYSTEM;VICKSBURG;MS;WARREN;15,7;12;13,9
250034;BAPTIST MEMORIAL HOSPITAL NORTH MS;OXFORD;MS;LAFAYETTE;14,1;13,6;13
250036;GEORGE COUNTY HOSPITAL;LUCEDALE;MS;GEORGE;;12,6;12,9
250038;MADISON RIVER OAKS MEDICAL CENTER;CANTON;MS;MADISON;;11,1;12,7
250040;SINGING RIVER HOSPITAL;PASCAGOULA;MS;JACKSON;15,6;12,4;14
250042;NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER;CLARKSDALE;MS;COAHOMA;16,7;10,8;14
250043;NESHOBA COUNTY GENERAL HOSPITAL;PHILADELPHIA;MS;NESHOBA;;10,2;13,5
250044;BAPTIST MEMORIAL HOSPITAL BOONEVILLE;BOONEVILLE;MS;PRENTISS;;14;11,1
250048;ST DOMINIC-JACKSON MEMORIAL HOSPITAL;JACKSON;MS;HINDS;14,2;11,1;11,2
250049;BEACHAM MEMORIAL HOSPITAL;MAGNOLIA;MS;PIKE;;10,7;12,6
250050;OCH REGIONAL MEDICAL CENTER;STARKVILLE;MS;OKTIBBEHA;;14;14,1
250051;KILMICHAEL HOSPITAL;KILMICHAEL;MS;MONTGOMERY;;;12,4
250057;KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN;BROOKHAVEN;MS;LINCOLN;;13;9,8
250058;SOUTH CENTRAL REG MED CTR;LAUREL;MS;JONES;19,1;9,2;16,3
250059;MONTFORT JONES MEMORIAL HOSPITAL;KOSCIUSKO;MS;ATTALA;15,6;14,5;12,3
250060;JEFFERSON COUNTY HOSPITAL;FAYETTE;MS;JEFFERSON;;;10,8
250061;YALOBUSHA GENERAL HOSPITAL;WATER VALLEY;MS;YALOBUSHA;;10,2;11
250067;CLAY COUNTY MEDICAL CENTER;WEST POINT;MS;CLAY;;10,7;11
250069;RUSH FOUNDATION HOSPITAL;MERIDIAN;MS;LAUDERDALE;14,6;12,2;14,1
250072;CENTRAL MISSISSIPPI MEDICAL CENTER;JACKSON;MS;HINDS;14,7;12,2;11,6
250077;WAYNE GENERAL HOSPITAL;WAYNESBORO;MS;WAYNE;16;11,6;12,7
250078;FORREST GENERAL HOSPITAL;HATTIESBURG;MS;FORREST;18,2;12,5;12,5
250079;SHARKEY ISSAQUENA COMMUNITY HOSPITAL;ROLLING FORK;MS;SHARKEY;;11,6;11,6
250081;ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS;MERIDIAN;MS;LAUDERDALE;;10,1;14
250082;DELTA REGIONAL MEDICAL CENTER;GREENVILLE;MS;WASHINGTON;16,3;10,7;13,9
250084;NATCHEZ REGIONAL MEDICAL CENTER;NATCHEZ;MS;ADAMS;19,3;13,5;16,8
250085;MARION GENERAL HOSPITAL;COLUMBIA;MS;MARION;16,2;14,4;15,5
250093;BOLIVAR MEDICAL CENTER;CLEVELAND;MS;BOLIVAR;17;14,8;19,3
250094;WESLEY MEDICAL CENTER;HATTIESBURG;MS;FORREST;12,9;10,8;12,5
250095;SOUTH SUNFLOWER COUNTY HOSPITAL;INDIANOLA;MS;SUNFLOWER;15,5;10,8;13
250096;CROSSGATES RIVER OAKS HOSPITAL;BRANDON;MS;RANKIN;17,4;11,6;12,1
250097;SOUTHWEST MS REGIONAL MEDICAL CENTER;MCCOMB;MS;PIKE;19,3;14,2;14,9
250099;GREENWOOD LEFLORE HOSPITAL;GREENWOOD;MS;LEFLORE;17,3;10,3;9,5
250100;BAPTIST MEM HOSP/GOLDEN TRIANGLE INC;COLUMBUS;MS;LOWNDES;16,8;14,2;13,8
250102;MISSISSIPPI BAPTIST MEDICAL CENTER;JACKSON;MS;HINDS;14,6;13,1;13,1
250104;ANDERSON REGIONAL MEDICAL CENTER;MERIDIAN;MS;LAUDERDALE;14,1;13,1;12,8
250117;HIGHLAND COMMUNITY  HOSPITAL;PICAYUNE;MS;PEARL RIVER;14,3;11,2;15,6
250122;NATCHEZ COMMUNITY HOSPITAL/SWING BED;NATCHEZ;MS;ADAMS;17;9,9;13,3
250123;GARDEN PARK MEDICAL CENTER;GULFPORT;MS;HARRISON;17,7;11,7;14,1
250124;MAGEE GENERAL HOSPITAL;MAGEE;MS;SIMPSON;;11;14,6
250126;NORTH OAK REGIONAL MEDICAL CENTER;SENATOBIA;MS;TATE;;10,9;11,4
250128;TRI LAKES MEDICAL CENTER;BATESVILLE;MS;PANOLA;;12,5;11,9
250134;WHITFIELD MEDICAL SURGICAL HOSPITAL;WHITFIELD;MS;RANKIN;;;14,9
250136;WOMAN'S HOSPITAL AT RIVER OAKS;JACKSON;MS;HINDS;;;
250141;BAPTIST MEMORIAL HOSPITAL DESOTO;SOUTHAVEN;MS;DESOTO;13,8;11,3;12,5
250151;ALLIANCE HEALTH CENTER;MERIDIAN;MS;LAUDERDALE;;;
250162;HANCOCK MEDICAL CENTER;BAY SAINT LOUIS;MS;HANCOCK;15;11,3;10,6
250163;PATIENTS CHOICE MEDICAL CENTER;RALEIGH;MS;SMITH;;;
25042F;VA GULF COAST HEALTHCARE SYSTEM;BILOXI                        ;MS;HARRISON;;9,2;10,2
25043F;G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON);JACKSON                       ;MS;HINDS;16,8;12,5;14,7
251300;LACKEY MEMORIAL HOSPITAL;FOREST;MS;SCOTT;;13,2;11,2
251303;STONE COUNTY HOSPITAL;WIGGINS;MS;STONE;;;14,7
251305;LAWRENCE COUNTY HOSPITAL CAH;MONTICELLO;MS;LAWRENCE;;11,5;11,2
251308;PONTOTOC HEALTH SERVICE CAH;PONTOTOC;MS;PONTOTOC;;11,5;10,7
251309;FIELD MEMORIAL COMMUNITY HOSPITAL;CENTREVILLE;MS;WILKINSON;;13,5;15,1
251311;PATIENT'S CHOICE MEDICAL CENTER OF HUMPHREYS;BELZONI;MS;HUMPHREYS;;11,2;12,2
251312;TYLER HOLMES MEMORIAL HOSPITAL CAH;WINONA;MS;MONTGOMERY;;12;12,7
251316;H C WATKINS MEMORIAL HOSPITAL INC;QUITMAN;MS;CLARKE;;10,5;11,9
251317;SIMPSON GENERAL HOSPITAL CAH;MENDENHALL;MS;SIMPSON;;;17,5
251318;NORTH SUNFLOWER MEDICAL CENTER CAH;RULEVILLE;MS;SUNFLOWER;;11,8;14,2
251319;HOLMES COUNTY HOSPITAL AND CLINICS;LEXINGTON;MS;HOLMES;;11;12,4
251320;PATIENTS CHOICE MEDICAL CTR OF CLAIBORNE CO, LLC;PORT GIBSON;MS;CLAIBORNE;;;12,2
251322;LAIRD HOSPITAL INC;UNION;MS;UNION;;10,2;9,7
251323;SCOTT REGIONAL HOSPITAL CAH;MORTON;MS;SCOTT;;12,8;12,2
251324;WALTHALL COUNTY GENERAL HOSPITAL CAH;TYLERTOWN;MS;WALTHALL;;14,3;15
251325;COVINGTON COUNTY HOSPITAL CAH;COLLINS;MS;COVINGTON;;13,4;15,3
251326;JEFFERSON DAVIS COMMUNITY HOSPITAL CAH;PRENTISS;MS;JEFFERSON DAVIS;;12,6;12,1
251331;CALHOUN HEALTH SERVICES;CALHOUN CITY;MS;CALHOUN;;10,3;11,2
251332;PIONEER HEALTH SERVICES OF NEWTON;NEWTON;MS;NEWTON;;11,9;13,1
260001;MERCY HOSPITAL JOPLIN;JOPLIN;MO;JASPER;17,3;13,2;13
260004;COOPER COUNTY MEMORIAL HOSPITAL;BOONVILLE;MO;COOPER;;13,3;14,8
260005;SSM ST JOSEPH HEALTH CENTER;SAINT CHARLES;MO;SAINT CHARLES;15,7;10,4;12,6
260006;HEARTLAND REGIONAL MEDICAL CENTER;SAINT JOSEPH;MO;BUCHANAN;17;12,6;9,1
260009;BOTHWELL REGIONAL HEALTH CENTER;SEDALIA;MO;PETTIS;17,5;9,8;12,5
260011;ST MARYS HEALTH CENTER;JEFFERSON CITY;MO;COLE;17,4;14,1;10,2
260015;TWIN RIVERS REGIONAL MEDICAL CENTER;KENNETT;MO;DUNKLIN;17,6;11,4;13,2
260017;PHELPS COUNTY REGIONAL MEDICAL CENTER;ROLLA;MO;PHELPS;14,6;12,2;14,5
260020;MERCY HOSPITAL ST LOUIS;SAINT LOUIS;MO;SAINT LOUIS;14,3;10,6;11,4
260022;NORTHEAST REGIONAL MEDICAL CENTER;KIRKSVILLE;MO;ADAIR;15,6;11,2;10,2
260023;JEFFERSON REGIONAL MEDICAL CENTER;CRYSTAL CITY;MO;JEFFERSON;14,1;11,6;11,3
260024;TEXAS COUNTY MEMORIAL HOSPITAL;HOUSTON;MO;TEXAS;17,8;11,2;11,5
260025;HANNIBAL REGIONAL HOSPITAL;HANNIBAL;MO;MARION;15,6;10,5;14
260027;RESEARCH MEDICAL CENTER;KANSAS CITY;MO;JACKSON;16,1;11,4;15,4
260032;BARNES JEWISH HOSPITAL;SAINT LOUIS;MO;SAINT LOUIS CITY;13,2;9,8;13,3
260034;BATES COUNTY MEMORIAL HOSPITAL;BUTLER;MO;BATES;;10,7;9,8
260040;COX MEDICAL CENTER;SPRINGFIELD;MO;GREENE;17,5;12,7;11,1
260047;CAPITAL REGION MEDICAL CENTER;JEFFERSON CITY;MO;COLE;17;13,9;12,5
260048;TRUMAN MEDICAL CENTER HOSPITAL HILL;KANSAS CITY;MO;JACKSON;;12,1;12,3
26004F;KANSAS CITY VA MEDICAL CENTER;KANSAS CITY                   ;MO;JACKSON;15,7;9,7;11,4
260050;ST FRANCIS HOSPITAL;MARYVILLE;MO;NODAWAY;;13,6;13,2
260052;MERCY HOSPITAL WASHINGTON;WASHINGTON;MO;FRANKLIN;15,8;14,6;12,1
260057;CAMERON REGIONAL MEDICAL CENTER;CAMERON;MO;CLINTON;15,7;13,2;16,9
260059;MERCY HOSPITAL LEBANON;LEBANON;MO;LACLEDE;;13;11,5
260061;NEVADA REGIONAL MEDICAL CENTER;NEVADA;MO;VERNON;;11,7;14
260062;ST LUKES NORTHLAND HOSPITAL;KANSAS CITY;MO;PLATTE;13,7;10,8;12,1
260064;AUDRAIN MEDICAL CENTER;MEXICO;MO;AUDRAIN;14,2;10,4;11,7
260065;MERCY HOSPITAL SPRINGFIELD;SPRINGFIELD;MO;GREENE;16,3;14,9;15,3
260068;BOONE HOSPITAL CENTER;COLUMBIA;MO;BOONE;12;12,5;10,7
260070;PEMISCOT MEMORIAL HOSPITAL;HAYTI;MO;PEMISCOT;;11,2;11,6
260074;MOBERLY REGIONAL MEDICAL CENTER;MOBERLY;MO;RANDOLPH;15,1;10,5;11
260077;ST ANTHONY'S MEDICAL CENTER;SAINT LOUIS;MO;SAINT LOUIS;15,9;11,7;11,6
260078;OZARKS MEDICAL CENTER;WEST PLAINS;MO;HOWELL;16,1;12;12
26007F;POPLAR BLUFF VA MEDICAL CENTER;POPLAR BLUFF                  ;MO;BUTLER;16;11,6;10,1
260080;RIPLEY COUNTY MEMORIAL HOSPITAL;DONIPHAN;MO;RIPLEY;;10,9;10,4
260081;SSM ST CLARE HEALTH CENTER;FENTON;MO;JEFFERSON;13,9;12,5;11,2
260085;ST JOSEPH MEDICAL CENTER;KANSAS CITY;MO;JACKSON;17,5;11,4;13,6
260091;SSM ST MARYS HEALTH CENTER;RICHMOND HEIGHTS;MO;SAINT LOUIS;15;9,2;11,5
260094;SKAGGS REGIONAL MEDICAL CENTER;BRANSON;MO;TANEY;12,7;9,3;8,3
260095;CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC;INDEPENDENCE;MO;JACKSON;16,2;14,5;12,9
260096;NORTH KANSAS CITY HOSPITAL;NORTH KANSAS CITY;MO;CLAY;16;8,9;9,6
260097;WESTERN MISSOURI MEDICAL CENTER;WARRENSBURG;MO;JOHNSON;17;13,6;13,8
26009F;ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER;ST. LOUIS                     ;MO;SAINT LOUIS CITY;12,2;9,8;11,2
260102;TRUMAN MEDICAL CENTER LAKEWOOD;KANSAS CITY;MO;JACKSON;;12;14,4
260104;SSM DEPAUL HEALTH CENTER;BRIDGETON;MO;SAINT LOUIS;15,4;12,2;11,8
260105;ST LOUIS UNIVERSITY HOSPITAL;SAINT LOUIS;MO;SAINT LOUIS CITY;17;10,2;12,5
260108;MISSOURI BAPTIST MEDICAL CENTER;TOWN AND COUNTRY;MO;SAINT LOUIS;12,6;9,4;8,9
260110;SOUTHEAST MISSOURI HOSPITAL;CAPE GIRARDEAU;MO;CAPE GIRARDEAU;17,9;11,8;13,6
260113;MISSOURI DELTA MEDICAL CENTER;SIKESTON;MO;NEW MADRID;16,8;12,1;14,8
260115;MISSOURI BAPTIST HOSPITAL SULLIVAN;SULLIVAN;MO;FRANKLIN;16,3;11,9;11,8
260116;MINERAL AREA REGIONAL MEDICAL CENTER;FARMINGTON;MO;SAINT FRANCOIS;;14,2;13,3
260119;POPLAR BLUFF REGIONAL MEDICAL CENTER;POPLAR BLUFF;MO;BUTLER;18,7;14,9;16,8
260137;FREEMAN HEALTH SYSTEM - FREEMAN WEST;JOPLIN;MO;JASPER;15,8;12,7;12
260138;ST LUKES HOSPITAL OF KANSAS CITY;KANSAS CITY;MO;JACKSON;12,5;10,6;11,2
260141;UNIVERSITY OF MISSOURI HEALTH CARE;COLUMBIA;MO;BOONE;15,9;14,5;17,6
260142;FITZGIBBON MEMORIAL HOSPITAL;MARSHALL;MO;SALINE;15,9;11;10,1
260147;SAC-OSAGE HOSPITAL;OSCEOLA;MO;SAINT CLAIR;;13;12,2
260160;MISSOURI SOUTHERN HEALTHCARE;DEXTER;MO;STODDARD;16,2;11,8;12,6
260162;BARNES-JEWISH WEST COUNTY HOSPITAL;CREVE COEUR;MO;SAINT LOUIS;;10,2;10,4
260163;PARKLAND HEALTH CENTER;FARMINGTON;MO;SAINT FRANCOIS;15,1;11,1;9,3
260175;GOLDEN VALLEY MEMORIAL HOSPITAL;CLINTON;MO;HENRY;17,1;11,2;12
260176;DES PERES HOSPITAL;SAINT LOUIS;MO;SAINT LOUIS;15,9;11;12,5
260177;LIBERTY HOSPITAL;LIBERTY;MO;CLAY;15,1;10,3;8,2
260179;ST LUKES HOSPITAL;CHESTERFIELD;MO;SAINT LOUIS;12,3;10,1;9,3
260180;CHRISTIAN HOSPITAL NORTHEAST;SAINT LOUIS;MO;SAINT LOUIS;14;9,8;12,9
260183;ST FRANCIS MEDICAL CENTER;CAPE GIRARDEAU;MO;CAPE GIRARDEAU;16,5;12,5;15,7
260186;LAKE REGIONAL HEALTH SYSTEM;OSAGE BEACH;MO;CAMDEN;15,8;13,3;11,1
260190;LEE'S SUMMIT MEDICAL CENTER;LEES SUMMIT;MO;JACKSON;16,6;12,8;14,2
260191;BARNES-JEWISH ST PETERS HOSPITAL;SAINT PETERS;MO;SAINT CHARLES;13,8;9,3;9,5
260193;ST MARY'S MEDICAL CENTER;BLUE SPRINGS;MO;JACKSON;14,9;12,5;12,5
260195;CITIZENS MEMORIAL HOSPITAL;BOLIVAR;MO;POLK;15;15,1;17
260200;SSM ST JOSEPH HOSPITAL WEST;LAKE SAINT LOUIS;MO;SAINT CHARLES;15,1;13;10,7
260207;OZARKS COMMUNITY HOSPITAL;SPRINGFIELD;MO;GREENE;;11,4;10,4
260209;CALLAWAY COMMUNITY HOSPITAL;FULTON;MO;CALLAWAY;;11,4;12,8
260210;ST ALEXIUS HOSPITAL;SAINT LOUIS;MO;SAINT LOUIS CITY;15,7;10,9;11,4
260211;SAINT LUKES CANCER INSTITUTE;KANSAS CITY;MO;JACKSON;;;
260214;RESEARCH BELTON HOSPITAL;BELTON;MO;CASS;16,9;11,1;10,5
260216;SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL;LEES SUMMIT;MO;JACKSON;14,4;12;11,1
260219;PROGRESS WEST HEALTHCARE CENTER;O FALLON;MO;SAINT CHARLES;;9;11,2
261303;COMMUNITY HOSPITAL ASSOCIATION;FAIRFAX;MO;ATCHISON;;15,3;12,6
261304;ADVANCED HEALTHCARE MEDICAL CENTER;ELLINGTON;MO;REYNOLDS;;;
261305;PUTNAM COUNTY MEMORIAL HOSPITAL;UNIONVILLE;MO;PUTNAM;;11,8;10,7
261306;SULLIVAN COUNTY MEMORIAL HOSPITAL;MILAN;MO;SULLIVAN;;11,6;13,3
261307;PERSHING MEMORIAL HOSPITAL;BROOKFIELD;MO;LINN;;11,8;10,8
261308;WASHINGTON COUNTY MEMORIAL HOSPITAL;POTOSI;MO;WASHINGTON;;11,7;13
261309;WRIGHT MEMORIAL HOSPITAL;TRENTON;MO;GRUNDY;;11,6;12,2
261310;SCOTLAND COUNTY  HOSPITAL;MEMPHIS;MO;SCOTLAND;;11,5;13,7
261311;PERRY COUNTY MEMORIAL HOSPITAL;PERRYVILLE;MO;PERRY;;12,9;12,7
261312;HARRISON COUNTY COMMUNITY HOSPITAL;BETHANY;MO;HARRISON;;11,4;10,1
261314;HERMANN AREA DISTRICT HOSPITAL;HERMANN;MO;GASCONADE;;13;13,2
261316;MERCY HOSPITAL AURORA;AURORA;MO;LAWRENCE;;11;11,3
261317;MERCY HOSPITAL CASSVILLE;CASSVILLE;MO;BARRY;;;10,9
261318;SALEM MEMORIAL DISTRICT HOSPITAL;SALEM;MO;DENT;;11,2;11,9
261319;LINCOLN COUNTY MEDICAL CENTER;TROY;MO;LINCOLN;;12;11,4
261320;LAFAYETTE REGIONAL HEALTH CENTER;LEXINGTON;MO;LAFAYETTE;;12;13,1
261321;HEDRICK MEDICAL CENTER;CHILLICOTHE;MO;LIVINGSTON;;10,5;11,8
261324;CASS MEDICAL CENTER;HARRISONVILLE;MO;CASS;;10,1;13,2
261325;BARTON COUNTY MEMORIAL HOSPITAL;LAMAR;MO;BARTON;;11,2;10,6
261326;MERCY MCCUNE BROOKS HOSPITAL;CARTHAGE;MO;JASPER;;12,3;10,2
261327;RAY COUNTY MEMORIAL HOSPITAL;RICHMOND;MO;RAY;;12,1;10,5
261328;NORTHWEST MEDICAL CENTER;ALBANY;MO;GENTRY;;12,9;11
261329;COX MONETT HOSPITAL;MONETT;MO;BARRY;;;12,3
261330;STE GENEVIEVE COUNTY MEMORIAL HOSPITAL;SAINTE GENEVIEVE;MO;SAINTE GENEVIEVE;;11,6;10,2
261331;FREEMAN NEOSHO HOSPITAL;NEOSHO;MO;NEWTON;;14,4;12,6
261332;CARROLL COUNTY MEMORIAL HOSPITAL;CARROLLTON;MO;CARROLL;;12,3;10,1
261333;PIKE COUNTY MEMORIAL HOSPITAL;LOUISIANA;MO;PIKE;;11,3;10,2
261335;MERCY ST FRANCIS HOSPITAL;MOUNTAIN VIEW;MO;HOWELL;;11,2;9,6
263302;CHILDRENS MERCY HOSPITAL;KANSAS CITY;MO;JACKSON;;;
270003;ST PETER'S HOSPITAL;HELENA;MT;LEWIS AND CLARK;15;14,8;14,2
270004;BILLINGS CLINIC HOSPITAL;BILLINGS;MT;YELLOWSTONE;15,9;12,4;13,4
270012;BENEFIS HOSPITALS INC;GREAT FALLS;MT;CASCADE;13,6;11,7;8,6
270014;ST PATRICK HOSPITAL;MISSOULA;MT;MISSOULA;13,6;13,5;15,1
270017;ST JAMES HEALTHCARE;BUTTE;MT;SILVER BOW;15;13,2;9,9
270023;COMMUNITY MEDICAL CENTER INC;MISSOULA;MT;MISSOULA;13,8;10,4;10,8
270032;NORTHERN MONTANA HOSPITAL;HAVRE;MT;HILL;;11,6;11
27003F;VA MONTANA HEALTHCARE SYSTEM;FORT HARRISON                 ;MT;LEWIS AND CLARK;14,6;10,6;10
270049;ST VINCENT HEALTHCARE;BILLINGS;MT;YELLOWSTONE;14,4;13;12,2
270051;KALISPELL REGIONAL MEDICAL CENTER;KALISPELL;MT;FLATHEAD;13,7;11,8;10,1
270057;BOZEMAN DEACONESS HOSPITAL;BOZEMAN;MT;GALLATIN;15,9;12,8;11,7
270074;P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET;BROWNING;MT;GLACIER;;10,5;9,4
270086;GREAT FALLS CLINIC MEDICAL CENTER;GREAT FALLS;MT;CASCADE;;;
270087;HEALTH CENTER NORTHWEST;KALISPELL;MT;FLATHEAD;;;
271300;POPLAR COMMUNITY HOSPITAL;POPLAR;MT;ROOSEVELT;;;
271302;DAHL MEMORIAL HEALTHCARE ASSOC;EKALAKA;MT;CARTER;;;
271304;MISSOURI RIVER MEDICAL CENTER;FORT BENTON;MT;CHOUTEAU;;;
271305;MCCONE COUNTY HEALTH CENTER;CIRCLE;MT;MCCONE;;;
271306;MOUNTAINVIEW MEDICAL CENTER;WHITE SULPHUR SPRING;MT;MEAGHER;;;
271307;TETON MEDICAL CENTER;CHOTEAU;MT;TETON;;;
271308;ROOSEVELT MEDICAL CENTER;CULBERTSON;MT;ROOSEVELT;;;
271309;PRAIRIE COMMUNITY HOSPITAL;TERRY;MT;PRAIRIE;;;
271310;GARFIELD COUNTY HEALTH CENTER;JORDAN;MT;GARFIELD;;;
271311;BIG SANDY MEDICAL CENTER;BIG SANDY;MT;CHOUTEAU;;;
271312;PHILLIPS COUNTY MEDICAL CENTER;MALTA;MT;PHILLIPS;;;12,9
271313;PIONEER MEDICAL CENTER;BIG TIMBER;MT;SWEET GRASS;;;
271316;FRANCES MAHON DEACONESS HOSPITAL;GLASGOW;MT;VALLEY;;11;14,5
271317;LIVINGSTON HEALTHCARE;LIVINGSTON;MT;PARK;;11,1;13,1
271318;BARRETT MEMORIAL HOSPITAL;DILLON;MT;BEAVERHEAD;;12,9;13,3
271319;RUBY VALLEY HOSPITAL;SHERIDAN;MT;MADISON;;10,9;10,5
271320;ST JOHN'S LUTHERAN HOSPITAL;LIBBY;MT;LINCOLN;;11,6;12,5
271322;SHERIDAN MEMORIAL HOSPTIAL;PLENTYWOOD;MT;SHERIDAN;;;12,3
271323;CLARK FORK VALLEY HOSPITAL;PLAINS;MT;SANDERS;;12;11,6
271324;PONDERA MEDICAL CENTER;CONRAD;MT;PONDERA;;;11,8
271325;ST LUKE COMMUNITY HOSPITAL;RONAN;MT;LAKE;;12;11,1
271326;BEARTOOTH BILLINGS CLINIC;RED LODGE;MT;CARBON;;11,7;10,1
271327;ROSEBUD HEALTH CARE CENTER;FORSYTH;MT;ROSEBUD;;;12
271328;MARIAS MEDICAL CENTER;SHELBY;MT;TOOLE;;;12,7
271330;STILLWATER COMMUNITY HOSPITAL;COLUMBUS;MT;STILLWATER;;;11,1
271332;GLENDIVE MEDICAL CENTER;GLENDIVE;MT;DAWSON;;13;15,3
271334;LIBERTY COUNTY HOSPITAL;CHESTER;MT;LIBERTY;;;12,4
271335;COMMUNITY HOSPITAL OF ANACONDA;ANACONDA;MT;DEER LODGE;;11,8;12,2
271336;NORTH VALLEY HOSPITAL;WHITEFISH;MT;FLATHEAD;;12,4;14,8
271337;NORTHERN ROCKIES MEDICAL CENTER;CUT BANK;MT;GLACIER;;;10,8
271338;BIG HORN CO MEMORIAL HOSPITAL;HARDIN;MT;BIG HORN;;;12,9
271339;P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE;CROW AGENCY;MT;BIG HORN;;;
271340;MARCUS DALY MEMORIAL HOSPITAL - CAH;HAMILTON;MT;RAVALLI;;13,2;12,3
271341;TRINITY HOSPITAL;WOLF POINT;MT;ROOSEVELT;;;12,6
271342;DANIELS MEMORIAL HOSPITAL;SCOBEY;MT;DANIELS;;;
271343;PROVIDENCE ST JOSEPH MEDICAL CENTER;POLSON;MT;LAKE;;11,3;14,6
271344;SIDNEY HEALTH CENTER;SIDNEY;MT;RICHLAND;;11,6;14,6
271345;CENTRAL MONTANA MEDICAL CENTER;LEWISTOWN;MT;FERGUS;;12,1;11
271346;ROUNDUP MEMORIAL HEALTHCARE;ROUNDUP;MT;MUSSELSHELL;;;
271347;HOLY ROSARY HEALTHCARE;MILES CITY;MT;CUSTER;;11,9;12,4
280003;BRYANLGH MEDICAL CENTER;LINCOLN;NE;LANCASTER;14,8;11,5;12
280009;GOOD SAMARITAN HOSPITAL;KEARNEY;NE;BUFFALO;15,3;14,2;15,6
280013;THE NEBRASKA MEDICAL CENTER;OMAHA;NE;DOUGLAS;16,9;13,9;11,2
280020;SAINT ELIZABETH REGIONAL MEDICAL CENTER;LINCOLN;NE;LANCASTER;16,7;11,7;12
280023;ST FRANCIS MEDICAL CENTER;GRAND ISLAND;NE;HALL;14,4;13,1;11,9
280030;CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH;OMAHA;NE;DOUGLAS;14,2;11,8;12,6
280032;MARY LANNING MEMORIAL HOSPITAL;HASTINGS;NE;ADAMS;15,6;14,8;13,2
280040;THE NEBRASKA METHODIST HOSPITAL;OMAHA;NE;DOUGLAS;14,8;11,1;12,4
280060;ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER;OMAHA;NE;DOUGLAS;14,3;10,8;13,2
280061;REGIONAL WEST MEDICAL CENTER;SCOTTSBLUFF;NE;SCOTTS BLUFF;16,4;13,3;12,3
280065;GREAT PLAINS REGIONAL MEDICAL CENTER;NORTH PLATTE;NE;LINCOLN;16,5;12,5;11,2
28006F;OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM);OMAHA                         ;NE;DOUGLAS;17,3;12,3;12,7
280077;FREMONT AREA MEDICAL CENTER;FREMONT;NE;DODGE;16,4;10,6;13,3
280081;ALEGENT HEALTH IMMANUEL MEDICAL CENTER;OMAHA;NE;DOUGLAS;15,2;15,8;14,6
280105;ALEGENT HEALTH MIDLANDS HOSPITAL;PAPILLION;NE;SARPY;15,1;12;11,8
280111;COLUMBUS COMMUNITY HOSPITAL;COLUMBUS;NE;PLATTE;14,9;14,3;11,1
280125;FAITH REGIONAL HEALTH SERVICES;NORFOLK;NE;MADISON;14;14,3;11,2
280127;LINCOLN SURGICAL HOSPITAL;LINCOLN;NE;LANCASTER;;;
280128;NEBRASKA HEART HOSPITAL;LINCOLN;NE;LANCASTER;14,6;9,5;
280129;NEBRASKA ORTHOPAEDIC HOSPITAL;OMAHA;NE;DOUGLAS;;;
